,amzn,fb,googl,msft,avg,msft_above_daily_avg,amzn_above_daily_avg,googl_above_daily_avg,fb_above_daily_avg
2004-08-08,,,,,,False,False,False,False
2004-08-09,35.32,,,27.18,31.25,False,True,False,False
2004-08-10,37.1,,,27.72,32.41,False,True,False,False
2004-08-11,36.56,,,27.41,31.985,False,True,False,False
2004-08-12,36.29,,,26.88,31.585,False,True,False,False
2004-08-13,36.13,,,27.02,31.575000000000003,False,True,False,False
2004-08-14,,,,,,False,False,False,False
2004-08-15,,,,,,False,False,False,False
2004-08-16,37.95,,,27.09,32.52,False,True,False,False
2004-08-17,38.23,,,27.05,32.64,False,True,False,False
2004-08-18,39.36,,,27.46,33.41,False,True,False,False
2004-08-19,38.63,,100.335,27.12,55.36166666666667,False,False,True,False
2004-08-20,39.51,,108.31,27.2,58.339999999999996,False,False,True,False
2004-08-21,,,,,,False,False,False,False
2004-08-22,,,,,,False,False,False,False
2004-08-23,39.45,,109.4,27.24,58.69666666666668,False,False,True,False
2004-08-24,39.05,,104.87,27.24,57.05333333333334,False,False,True,False
2004-08-25,40.3,,106.0,27.55,57.95000000000001,False,False,True,False
2004-08-26,40.19,,107.91,27.44,58.51333333333333,False,False,True,False
2004-08-27,39.9,,106.15,27.46,57.83666666666667,False,False,True,False
2004-08-28,,,,,,False,False,False,False
2004-08-29,,,,,,False,False,False,False
2004-08-30,38.31,,102.01,27.3,55.873333333333335,False,False,True,False
2004-08-31,38.14,,102.37,27.3,55.93666666666667,False,False,True,False
2004-09-01,38.24,,100.25,27.39,55.29333333333333,False,False,True,False
2004-09-02,39.18,,101.51,27.62,56.10333333333333,False,False,True,False
2004-09-03,38.74,,100.01,27.11,55.28666666666667,False,False,True,False
2004-09-04,,,,,,False,False,False,False
2004-09-05,,,,,,False,False,False,False
2004-09-06,,,,,,False,False,False,False
2004-09-07,38.51,,101.58,27.36,55.81666666666666,False,False,True,False
2004-09-08,38.01,,102.3,27.26,55.85666666666666,False,False,True,False
2004-09-09,38.07,,102.31,27.28,55.88666666666666,False,False,True,False
2004-09-10,38.57,,105.33,27.49,57.13,False,False,True,False
2004-09-11,,,,,,False,False,False,False
2004-09-12,,,,,,False,False,False,False
2004-09-13,40.01,,107.5,27.25,58.25333333333333,False,False,True,False
2004-09-14,42.67,,111.49,27.44,60.53333333333333,False,False,True,False
2004-09-15,42.21,,112.0,27.19,60.46666666666667,False,False,True,False
2004-09-16,42.57,,113.97,27.26,61.26666666666666,False,False,True,False
2004-09-17,42.96,,117.49,27.51,62.65333333333333,False,False,True,False
2004-09-18,,,,,,False,False,False,False
2004-09-19,,,,,,False,False,False,False
2004-09-20,43.27,,119.36,27.51,63.379999999999995,False,False,True,False
2004-09-21,43.293,,117.84,27.26,62.797666666666665,False,False,True,False
2004-09-22,41.38,,118.38,27.12,62.29333333333333,False,False,True,False
2004-09-23,41.83,,120.82,27.35,63.33333333333332,False,False,True,False
2004-09-24,40.94,,119.83,27.29,62.68666666666666,False,False,True,False
2004-09-25,,,,,,False,False,False,False
2004-09-26,,,,,,False,False,False,False
2004-09-27,39.93,,118.26,27.19,61.79333333333333,False,False,True,False
2004-09-28,39.43,,126.86,27.27,64.52,False,False,True,False
2004-09-29,40.84,,131.08,27.58,66.5,False,False,True,False
2004-09-30,40.86,,129.6,27.65,66.03666666666666,False,False,True,False
2004-10-01,40.47,,132.58,28.25,67.10000000000001,False,False,True,False
2004-10-02,,,,,,False,False,False,False
2004-10-03,,,,,,False,False,False,False
2004-10-04,41.01,,135.06,28.12,68.06333333333333,False,False,True,False
2004-10-05,40.96,,138.37,28.38,69.23666666666666,False,False,True,False
2004-10-06,41.36,,137.08,28.53,68.99,False,False,True,False
2004-10-07,41.15,,138.85,28.17,69.39,False,False,True,False
2004-10-08,40.0,,137.73,27.99,68.57333333333334,False,False,True,False
2004-10-09,,,,,,False,False,False,False
2004-10-10,,,,,,False,False,False,False
2004-10-11,40.15,,135.26,28.06,67.82333333333334,False,False,True,False
2004-10-12,40.22,,137.4,28.03,68.55,False,False,True,False
2004-10-13,39.98,,140.9,28.03,69.63666666666667,False,False,True,False
2004-10-14,39.1,,142.0,27.8,69.63333333333334,False,False,True,False
2004-10-15,38.55,,144.11,27.99,70.21666666666668,False,False,True,False
2004-10-16,,,,,,False,False,False,False
2004-10-17,,,,,,False,False,False,False
2004-10-18,39.27,,149.16,28.41,72.28,False,False,True,False
2004-10-19,38.33,,147.94,28.18,71.48333333333333,False,False,True,False
2004-10-20,38.35,,140.49,28.699,69.17966666666668,False,False,True,False
2004-10-21,39.47,,149.38,28.56,72.47,False,False,True,False
2004-10-22,34.6,,172.43,27.74,78.25666666666667,False,False,True,False
2004-10-23,,,,,,False,False,False,False
2004-10-24,,,,,,False,False,False,False
2004-10-25,33.97,,187.4,27.63,83.0,False,False,True,False
2004-10-26,33.83,,181.8,27.9,81.17666666666666,False,False,True,False
2004-10-27,34.23,,185.97,28.15,82.78333333333333,False,False,True,False
2004-10-28,34.45,,193.3,28.01,85.25333333333333,False,False,True,False
2004-10-29,34.13,,190.64,27.97,84.24666666666666,False,False,True,False
2004-10-30,,,,,,False,False,False,False
2004-10-31,,,,,,False,False,False,False
2004-11-01,35.1,,196.03,28.08,86.40333333333332,False,False,True,False
2004-11-02,36.24,,194.87,28.24,86.45,False,False,True,False
2004-11-03,35.92,,191.67,28.47,85.35333333333331,False,False,True,False
2004-11-04,36.91,,184.7,29.0,83.53666666666666,False,False,True,False
2004-11-05,36.56,,169.35,29.31,78.40666666666667,False,False,True,False
2004-11-06,,,,,,False,False,False,False
2004-11-07,,,,,,False,False,False,False
2004-11-08,37.32,,172.55,29.28,79.71666666666667,False,False,True,False
2004-11-09,37.4,,168.7,29.77,78.62333333333333,False,False,True,False
2004-11-10,38.09,,167.86,29.73,78.56,False,False,True,False
2004-11-11,38.83,,183.02,29.98,83.94333333333334,False,False,True,False
2004-11-12,40.46,,182.0,29.97,84.14333333333333,False,False,True,False
2004-11-13,,,,,,False,False,False,False
2004-11-14,,,,,,False,False,False,False
2004-11-15,40.89,,184.87,27.39,84.38333333333333,False,False,True,False
2004-11-16,40.07,,172.545,27.12,79.91166666666666,False,False,True,False
2004-11-17,39.9,,172.5,27.17,79.85666666666667,False,False,True,False
2004-11-18,40.37,,167.54,27.07,78.32666666666667,False,False,True,False
2004-11-19,38.55,,169.4,26.86,78.27,False,False,True,False
2004-11-20,,,,,,False,False,False,False
2004-11-21,,,,,,False,False,False,False
2004-11-22,38.05,,165.1,26.65,76.6,False,False,True,False
2004-11-23,38.31,,167.52,26.53,77.45333333333333,False,False,True,False
2004-11-24,38.75,,174.76,26.64,80.05,False,False,True,False
2004-11-25,,,,,,False,False,False,False
2004-11-26,39.09,,179.39,26.6,81.69333333333333,False,False,True,False
2004-11-27,,,,,,False,False,False,False
2004-11-28,,,,,,False,False,False,False
2004-11-29,38.94,,181.05,26.77,82.25333333333334,False,False,True,False
2004-11-30,39.68,,181.98,26.81,82.82333333333334,False,False,True,False
2004-12-01,39.98,,179.96,27.25,82.39666666666666,False,False,True,False
2004-12-02,40.17,,179.4,27.09,82.22,False,False,True,False
2004-12-03,40.09,,180.4,27.23,82.57333333333334,False,False,True,False
2004-12-04,,,,,,False,False,False,False
2004-12-05,,,,,,False,False,False,False
2004-12-06,39.49,,176.29,27.33,81.03666666666668,False,False,True,False
2004-12-07,38.2,,171.43,27.07,78.89999999999999,False,False,True,False
2004-12-08,38.72,,169.98,27.36,78.68666666666667,False,False,True,False
2004-12-09,39.82,,173.43,27.23,80.16,False,False,True,False
2004-12-10,39.05,,171.65,27.08,79.25999999999999,False,False,True,False
2004-12-11,,,,,,False,False,False,False
2004-12-12,,,,,,False,False,False,False
2004-12-13,39.83,,170.45,27.25,79.17666666666666,False,False,True,False
2004-12-14,40.44,,178.69,27.23,82.11999999999999,False,False,True,False
2004-12-15,41.0,,179.78,27.11,82.63,False,False,True,False
2004-12-16,40.05,,176.47,27.16,81.22666666666666,False,False,True,False
2004-12-17,40.01,,180.08,26.96,82.35000000000001,False,False,True,False
2004-12-18,,,,,,False,False,False,False
2004-12-19,,,,,,False,False,False,False
2004-12-20,38.95,,185.02,26.95,83.64,False,False,True,False
2004-12-21,39.39,,183.75,27.07,83.40333333333332,False,False,True,False
2004-12-22,39.52,,186.3,26.97,84.26333333333334,False,False,True,False
2004-12-23,38.93,,187.9,27.01,84.61333333333333,False,False,True,False
2004-12-24,,,,,,False,False,False,False
2004-12-25,,,,,,False,False,False,False
2004-12-26,,,,,,False,False,False,False
2004-12-27,42.25,,191.91,26.85,87.00333333333333,False,False,True,False
2004-12-28,44.63,,192.76,26.95,88.11333333333333,False,False,True,False
2004-12-29,44.82,,192.9,26.9,88.20666666666666,False,False,True,False
2004-12-30,44.97,,197.6,26.76,89.77666666666666,False,False,True,False
2004-12-31,44.29,,192.79,26.72,87.93333333333332,False,False,True,False
2005-01-01,,,,,,False,False,False,False
2005-01-02,,,,,,False,False,False,False
2005-01-03,44.52,,202.71,26.74,91.32333333333334,False,False,True,False
2005-01-04,42.14,,194.5,26.84,87.82666666666665,False,False,True,False
2005-01-05,41.77,,193.51,26.78,87.35333333333334,False,False,True,False
2005-01-06,41.05,,188.55,26.75,85.45,False,False,True,False
2005-01-07,42.32,,193.85,26.67,87.61333333333333,False,False,True,False
2005-01-08,,,,,,False,False,False,False
2005-01-09,,,,,,False,False,False,False
2005-01-10,41.84,,195.06,26.8,87.89999999999999,False,False,True,False
2005-01-11,41.64,,193.54,26.73,87.30333333333334,False,False,True,False
2005-01-12,42.3,,195.38,26.78,88.15333333333335,False,False,True,False
2005-01-13,42.6,,195.33,26.27,88.06666666666666,False,False,True,False
2005-01-14,44.55,,199.97,26.12,90.21333333333332,False,False,True,False
2005-01-15,,,,,,False,False,False,False
2005-01-16,,,,,,False,False,False,False
2005-01-17,,,,,,False,False,False,False
2005-01-18,44.58,,203.9,26.32,91.60000000000001,False,False,True,False
2005-01-19,43.96,,197.3,25.98,89.08,False,False,True,False
2005-01-20,42.36,,193.92,25.86,87.38,False,False,True,False
2005-01-21,41.16,,188.28,25.65,85.03,False,False,True,False
2005-01-22,,,,,,False,False,False,False
2005-01-23,,,,,,False,False,False,False
2005-01-24,40.38,,180.72,25.67,82.25666666666666,False,False,True,False
2005-01-25,40.94,,177.12,26.02,81.36,False,False,True,False
2005-01-26,41.34,,189.24,26.01,85.53000000000002,False,False,True,False
2005-01-27,42.31,,188.08,26.11,85.5,False,False,True,False
2005-01-28,42.22,,190.34,26.18,86.24666666666667,False,False,True,False
2005-01-29,,,,,,False,False,False,False
2005-01-30,,,,,,False,False,False,False
2005-01-31,43.22,,195.62,26.28,88.37333333333333,False,False,True,False
2005-02-01,42.48,,191.9,26.39,86.92333333333333,False,False,True,False
2005-02-02,41.88,,205.96,26.46,91.43333333333334,False,False,True,False
2005-02-03,35.75,,210.86,26.18,90.93,False,False,True,False
2005-02-04,35.72,,204.36,26.32,88.80000000000001,False,False,True,False
2005-02-05,,,,,,False,False,False,False
2005-02-06,,,,,,False,False,False,False
2005-02-07,35.69,,196.03,26.16,85.96,False,False,True,False
2005-02-08,36.3,,198.64,26.24,87.06,False,False,True,False
2005-02-09,35.89,,191.58,26.07,84.51333333333334,False,False,True,False
2005-02-10,35.78,,187.98,26.06,83.27333333333333,False,False,True,False
2005-02-11,35.78,,187.4,25.97,83.05,False,False,True,False
2005-02-12,,,,,,False,False,False,False
2005-02-13,,,,,,False,False,False,False
2005-02-14,36.03,,192.99,26.01,85.01,False,False,True,False
2005-02-15,36.14,,195.23,25.93,85.76666666666667,False,False,True,False
2005-02-16,35.66,,198.41,25.79,86.62,False,False,True,False
2005-02-17,35.69,,197.9,25.65,86.41333333333334,False,False,True,False
2005-02-18,35.31,,197.95,25.48,86.24666666666667,False,False,True,False
2005-02-19,,,,,,False,False,False,False
2005-02-20,,,,,,False,False,False,False
2005-02-21,,,,,,False,False,False,False
2005-02-22,34.72,,191.37,25.23,83.77333333333333,False,False,True,False
2005-02-23,34.14,,193.95,25.2,84.42999999999999,False,False,True,False
2005-02-24,34.69,,188.89,25.37,82.98333333333333,False,False,True,False
2005-02-25,34.99,,185.87,25.25,82.03666666666668,False,False,True,False
2005-02-26,,,,,,False,False,False,False
2005-02-27,,,,,,False,False,False,False
2005-02-28,35.18,,187.99,25.16,82.77666666666667,False,False,True,False
2005-03-01,35.39,,186.06,25.28,82.24333333333333,False,False,True,False
2005-03-02,35.5,,185.18,25.26,81.98,False,False,True,False
2005-03-03,35.65,,187.005,25.17,82.60833333333333,False,False,True,False
2005-03-04,35.85,,185.9,25.17,82.30666666666667,False,False,True,False
2005-03-05,,,,,,False,False,False,False
2005-03-06,,,,,,False,False,False,False
2005-03-07,36.32,,188.81,25.47,83.53333333333333,False,False,True,False
2005-03-08,35.83,,185.2,25.4,82.14333333333333,False,False,True,False
2005-03-09,35.399,,181.35,25.31,80.68633333333334,False,False,True,False
2005-03-10,34.91,,179.98,25.43,80.10666666666667,False,False,True,False
2005-03-11,34.75,,177.8,25.09,79.21333333333334,False,False,True,False
2005-03-12,,,,,,False,False,False,False
2005-03-13,,,,,,False,False,False,False
2005-03-14,34.6,,174.99,25.11,78.23333333333333,False,False,True,False
2005-03-15,34.18,,178.61,24.91,79.23333333333333,False,False,True,False
2005-03-16,33.87,,175.6,24.63,78.03333333333333,False,False,True,False
2005-03-17,33.97,,179.29,24.54,79.26666666666667,False,False,True,False
2005-03-18,34.16,,180.04,24.31,79.50333333333333,False,False,True,False
2005-03-19,,,,,,False,False,False,False
2005-03-20,,,,,,False,False,False,False
2005-03-21,33.67,,180.88,24.2,79.58333333333333,False,False,True,False
2005-03-22,33.15,,178.6,23.99,78.58,False,False,True,False
2005-03-23,33.18,,178.98,24.18,78.78,False,False,True,False
2005-03-24,32.88,,179.25,24.28,78.80333333333333,False,False,True,False
2005-03-25,,,,,,False,False,False,False
2005-03-26,,,,,,False,False,False,False
2005-03-27,,,,,,False,False,False,False
2005-03-28,33.39,,181.42,24.2,79.67,False,False,True,False
2005-03-29,33.43,,179.57,23.92,78.97333333333334,False,False,True,False
2005-03-30,34.32,,180.45,24.16,79.64333333333333,False,False,True,False
2005-03-31,34.27,,180.51,24.17,79.64999999999999,False,False,True,False
2005-04-01,34.01,,180.04,24.12,79.39,False,False,True,False
2005-04-02,,,,,,False,False,False,False
2005-04-03,,,,,,False,False,False,False
2005-04-04,35.0,,185.29,24.23,81.50666666666666,False,False,True,False
2005-04-05,35.28,,188.57,24.47,82.77333333333333,False,False,True,False
2005-04-06,34.82,,189.22,24.67,82.90333333333332,False,False,True,False
2005-04-07,34.9,,193.76,25.1,84.58666666666666,False,False,True,False
2005-04-08,34.6,,192.05,24.94,83.86333333333333,False,False,True,False
2005-04-09,,,,,,False,False,False,False
2005-04-10,,,,,,False,False,False,False
2005-04-11,34.6,,193.23,24.97,84.26666666666667,False,False,True,False
2005-04-12,34.63,,193.955,25.32,84.635,False,False,True,False
2005-04-13,34.3,,192.93,25.04,84.09,False,False,True,False
2005-04-14,33.97,,191.45,24.84,83.42,False,False,True,False
2005-04-15,33.02,,185.0,24.46,80.82666666666667,False,False,True,False
2005-04-16,,,,,,False,False,False,False
2005-04-17,,,,,,False,False,False,False
2005-04-18,33.0,,186.97,24.65,81.54,False,False,True,False
2005-04-19,32.78,,191.4,24.63,82.93666666666667,False,False,True,False
2005-04-20,33.25,,198.1,24.32,85.22333333333333,False,False,True,False
2005-04-21,33.67,,204.75,25.24,87.88666666666667,False,False,True,False
2005-04-22,33.04,,215.81,24.98,91.27666666666666,False,False,True,False
2005-04-23,,,,,,False,False,False,False
2005-04-24,,,,,,False,False,False,False
2005-04-25,33.53,,223.53,24.99,94.01666666666667,False,False,True,False
2005-04-26,32.71,,218.75,24.76,92.07333333333334,False,False,True,False
2005-04-27,31.72,,219.78,24.99,92.16333333333334,False,False,True,False
2005-04-28,32.52,,219.45,24.45,92.14,False,False,True,False
2005-04-29,32.36,,220.0,25.3,92.55333333333334,False,False,True,False
2005-04-30,,,,,,False,False,False,False
2005-05-01,,,,,,False,False,False,False
2005-05-02,33.1,,222.29,25.23,93.54,False,False,True,False
2005-05-03,33.21,,226.19,25.36,94.92,False,False,True,False
2005-05-04,33.96,,228.5,25.21,95.88999999999999,False,False,True,False
2005-05-05,33.96,,226.98,25.23,95.39,False,False,True,False
2005-05-06,34.52,,228.02,25.22,95.92,False,False,True,False
2005-05-07,,,,,,False,False,False,False
2005-05-08,,,,,,False,False,False,False
2005-05-09,34.64,,226.02,25.11,95.25666666666667,False,False,True,False
2005-05-10,34.23,,227.8,24.9,95.64333333333333,False,False,True,False
2005-05-11,33.82,,231.29,24.91,96.67333333333335,False,False,True,False
2005-05-12,33.85,,228.72,25.0,95.85666666666667,False,False,True,False
2005-05-13,33.9,,229.24,25.3,96.14666666666666,False,False,True,False
2005-05-14,,,,,,False,False,False,False
2005-05-15,,,,,,False,False,False,False
2005-05-16,34.54,,231.05,25.49,97.02666666666669,False,False,True,False
2005-05-17,34.73,,233.13,25.46,97.77333333333333,False,False,True,False
2005-05-18,35.33,,239.16,25.7,100.06333333333333,False,False,True,False
2005-05-19,35.59,,239.18,25.92,100.23,False,False,True,False
2005-05-20,35.5,,241.61,25.74,100.95,False,False,True,False
2005-05-21,,,,,,False,False,False,False
2005-05-22,,,,,,False,False,False,False
2005-05-23,35.68,,255.45,25.85,105.66000000000001,False,False,True,False
2005-05-24,35.54,,256.0,25.75,105.76333333333334,False,False,True,False
2005-05-25,35.25,,260.81,25.71,107.25666666666666,False,False,True,False
2005-05-26,35.45,,259.2,25.9,106.84999999999998,False,False,True,False
2005-05-27,35.5,,266.0,26.07,109.19,False,False,True,False
2005-05-28,,,,,,False,False,False,False
2005-05-29,,,,,,False,False,False,False
2005-05-30,,,,,,False,False,False,False
2005-05-31,35.51,,277.27,25.8,112.86,False,False,True,False
2005-06-01,36.5,,288.0,25.81,116.77,False,False,True,False
2005-06-02,36.41,,287.9,25.79,116.69999999999999,False,False,True,False
2005-06-03,35.59,,280.26,25.43,113.76,False,False,True,False
2005-06-04,,,,,,False,False,False,False
2005-06-05,,,,,,False,False,False,False
2005-06-06,35.77,,290.94,25.37,117.36,False,False,True,False
2005-06-07,35.35,,293.12,25.51,117.99333333333334,False,False,True,False
2005-06-08,34.83,,279.56,25.4,113.26333333333332,False,False,True,False
2005-06-09,35.2,,286.31,25.51,115.67333333333333,False,False,True,False
2005-06-10,34.95,,282.5,25.43,114.29333333333334,False,False,True,False
2005-06-11,,,,,,False,False,False,False
2005-06-12,,,,,,False,False,False,False
2005-06-13,34.87,,282.75,25.31,114.31,False,False,True,False
2005-06-14,35.04,,278.35,25.36,112.91666666666669,False,False,True,False
2005-06-15,35.24,,274.8,25.26,111.76666666666667,False,False,True,False
2005-06-16,35.58,,277.44,25.04,112.68666666666667,False,False,True,False
2005-06-17,35.31,,280.3,25.04,113.55000000000001,False,False,True,False
2005-06-18,,,,,,False,False,False,False
2005-06-19,,,,,,False,False,False,False
2005-06-20,35.69,,286.7,25.11,115.83333333333333,False,False,True,False
2005-06-21,35.38,,287.84,25.15,116.12333333333332,False,False,True,False
2005-06-22,35.22,,289.3,25.07,116.52999999999999,False,False,True,False
2005-06-23,35.43,,289.71,25.31,116.81666666666666,False,False,True,False
2005-06-24,35.02,,297.25,25.04,119.10333333333334,False,False,True,False
2005-06-25,,,,,,False,False,False,False
2005-06-26,,,,,,False,False,False,False
2005-06-27,34.5,,304.1,25.05,121.21666666666668,False,False,True,False
2005-06-28,33.71,,302.0,25.07,120.25999999999999,False,False,True,False
2005-06-29,33.35,,292.72,25.09,117.05333333333334,False,False,True,False
2005-06-30,33.09,,294.15,24.84,117.36,False,False,True,False
2005-07-01,32.91,,291.25,24.71,116.28999999999998,False,False,True,False
2005-07-02,,,,,,False,False,False,False
2005-07-03,,,,,,False,False,False,False
2005-07-04,,,,,,False,False,False,False
2005-07-05,34.08,,295.71,24.98,118.25666666666666,False,False,True,False
2005-07-06,34.06,,291.525,24.7,116.76166666666666,False,False,True,False
2005-07-07,33.96,,295.54,24.65,118.05,False,False,True,False
2005-07-08,34.74,,296.23,25.09,118.68666666666667,False,False,True,False
2005-07-09,,,,,,False,False,False,False
2005-07-10,,,,,,False,False,False,False
2005-07-11,35.59,,293.35,25.29,118.0766666666667,False,False,True,False
2005-07-12,36.31,,291.784,25.61,117.90133333333334,False,False,True,False
2005-07-13,36.51,,298.86,25.66,120.34333333333335,False,False,True,False
2005-07-14,37.19,,300.89,25.97,121.34999999999998,False,False,True,False
2005-07-15,37.15,,301.19,25.79,121.37666666666667,False,False,True,False
2005-07-16,,,,,,False,False,False,False
2005-07-17,,,,,,False,False,False,False
2005-07-18,37.19,,299.54,25.55,120.76,False,False,True,False
2005-07-19,38.17,,309.9,26.16,124.74333333333334,False,False,True,False
2005-07-20,38.17,,312.0,26.19,125.45333333333333,False,False,True,False
2005-07-21,37.95,,313.94,26.44,126.11,False,False,True,False
2005-07-22,37.95,,302.4,25.68,122.00999999999999,False,False,True,False
2005-07-23,,,,,,False,False,False,False
2005-07-24,,,,,,False,False,False,False
2005-07-25,37.95,,295.85,25.69,119.83,False,False,True,False
2005-07-26,37.74,,296.09,25.54,119.79,False,False,True,False
2005-07-27,43.65,,296.93,25.72,122.09999999999998,False,False,True,False
2005-07-28,45.68,,293.5,25.75,121.64333333333333,False,False,True,False
2005-07-29,45.15,,287.76,25.61,119.50666666666666,False,False,True,False
2005-07-30,,,,,,False,False,False,False
2005-07-31,,,,,,False,False,False,False
2005-08-01,44.93,,291.6099,25.92,120.81996666666667,False,False,True,False
2005-08-02,46.51,,299.19,26.81,124.17,False,False,True,False
2005-08-03,46.11,,297.3,27.25,123.55333333333334,False,False,True,False
2005-08-04,45.46,,297.73,27.32,123.50333333333333,False,False,True,False
2005-08-05,45.27,,292.35,27.76,121.79333333333334,False,False,True,False
2005-08-06,,,,,,False,False,False,False
2005-08-07,,,,,,False,False,False,False
2005-08-08,45.66,,291.25,27.13,121.34666666666665,False,False,True,False
2005-08-09,45.93,,291.57,27.35,121.61666666666667,False,False,True,False
2005-08-10,44.76,,285.68,26.95,119.13,False,False,True,False
2005-08-11,45.21,,284.05,27.27,118.84333333333332,False,False,True,False
2005-08-12,44.2,,289.721,27.05,120.32366666666667,False,False,True,False
2005-08-13,,,,,,False,False,False,False
2005-08-14,,,,,,False,False,False,False
2005-08-15,45.04,,284.0,27.13,118.72333333333334,False,False,True,False
2005-08-16,44.27,,285.65,26.74,118.88666666666666,False,False,True,False
2005-08-17,44.12,,285.1,26.95,118.72333333333334,False,False,True,False
2005-08-18,43.73,,279.99,26.82,116.84666666666668,False,False,True,False
2005-08-19,43.72,,280.0,26.72,116.81333333333335,False,False,True,False
2005-08-20,,,,,,False,False,False,False
2005-08-21,,,,,,False,False,False,False
2005-08-22,43.77,,274.01,26.91,114.89666666666666,False,False,True,False
2005-08-23,43.42,,279.58,26.87,116.62333333333333,False,False,True,False
2005-08-24,42.37,,282.57,26.81,117.25,False,False,True,False
2005-08-25,42.31,,282.59,27.03,117.30999999999999,False,False,True,False
2005-08-26,42.37,,283.58,26.97,117.63999999999999,False,False,True,False
2005-08-27,,,,,,False,False,False,False
2005-08-28,,,,,,False,False,False,False
2005-08-29,42.79,,288.45,27.15,119.46333333333332,False,False,True,False
2005-08-30,42.49,,287.27,27.18,118.98,False,False,True,False
2005-08-31,42.7,,286.0,27.38,118.69333333333333,False,False,True,False
2005-09-01,41.84,,286.25,27.2,118.43,False,False,True,False
2005-09-02,41.51,,288.45,27.02,118.99333333333333,False,False,True,False
2005-09-03,,,,,,False,False,False,False
2005-09-04,,,,,,False,False,False,False
2005-09-05,,,,,,False,False,False,False
2005-09-06,43.62,,287.11,27.0,119.24333333333334,False,False,True,False
2005-09-07,43.73,,294.87,26.85,121.81666666666668,False,False,True,False
2005-09-08,42.96,,295.39,26.61,121.65333333333332,False,False,True,False
2005-09-09,42.95,,299.09,26.58,122.87333333333332,False,False,True,False
2005-09-10,,,,,,False,False,False,False
2005-09-11,,,,,,False,False,False,False
2005-09-12,44.5,,309.74,26.61,126.95,False,False,True,False
2005-09-13,43.93,,311.68,26.48,127.36333333333334,False,False,True,False
2005-09-14,43.1,,303.0,26.31,124.13666666666667,False,False,True,False
2005-09-15,42.71,,302.62,26.27,123.86666666666666,False,False,True,False
2005-09-16,42.8,,300.2,26.07,123.02333333333333,False,False,True,False
2005-09-17,,,,,,False,False,False,False
2005-09-18,,,,,,False,False,False,False
2005-09-19,42.75,,303.79,26.0,124.18,False,False,True,False
2005-09-20,41.87,,307.91,25.84,125.20666666666666,False,False,True,False
2005-09-21,41.25,,311.9,25.49,126.21333333333332,False,False,True,False
2005-09-22,42.08,,311.37,25.34,126.26333333333332,False,False,True,False
2005-09-23,42.19,,315.36,25.27,127.60666666666667,False,False,True,False
2005-09-24,,,,,,False,False,False,False
2005-09-25,,,,,,False,False,False,False
2005-09-26,43.34,,314.28,25.27,127.63,False,False,True,False
2005-09-27,43.16,,313.94,25.34,127.48,False,False,True,False
2005-09-28,43.37,,306.0,25.67,125.01333333333334,False,False,True,False
2005-09-29,44.79,,309.62,25.94,126.78333333333335,False,False,True,False
2005-09-30,45.3,,316.46,25.73,129.16333333333333,False,False,True,False
2005-10-01,,,,,,False,False,False,False
2005-10-02,,,,,,False,False,False,False
2005-10-03,46.01,,318.68,25.5,130.06333333333333,False,False,True,False
2005-10-04,44.93,,311.0,24.98,126.97000000000001,False,False,True,False
2005-10-05,44.49,,310.71,24.67,126.62333333333333,False,False,True,False
2005-10-06,44.01,,312.75,24.73,127.16333333333334,False,False,True,False
2005-10-07,43.72,,312.99,24.59,127.10000000000001,False,False,True,False
2005-10-08,,,,,,False,False,False,False
2005-10-09,,,,,,False,False,False,False
2005-10-10,43.76,,310.65,24.46,126.28999999999998,False,False,True,False
2005-10-11,43.4,,306.1,24.41,124.63666666666667,False,False,True,False
2005-10-12,42.55,,300.97,24.3,122.60666666666668,False,False,True,False
2005-10-13,42.62,,297.44,24.59,121.55,False,False,True,False
2005-10-14,43.79,,296.14,24.67,121.53333333333335,False,False,True,False
2005-10-15,,,,,,False,False,False,False
2005-10-16,,,,,,False,False,False,False
2005-10-17,45.02,,305.0,24.53,124.84999999999998,False,False,True,False
2005-10-18,44.65,,303.28,24.57,124.16666666666664,False,False,True,False
2005-10-19,45.86,,308.7,25.09,126.55,False,False,True,False
2005-10-20,45.01,,303.2,24.79,124.33333333333333,False,False,True,False
2005-10-21,45.95,,339.9,24.78,136.87666666666667,False,False,True,False
2005-10-22,,,,,,False,False,False,False
2005-10-23,,,,,,False,False,False,False
2005-10-24,46.93,,348.65,25.1,140.22666666666666,False,False,True,False
2005-10-25,46.17,,346.91,25.03,139.37,False,False,True,False
2005-10-26,39.75,,355.44,25.1101,140.10003333333333,False,False,True,False
2005-10-27,39.06,,353.06,24.85,138.99,False,False,True,False
2005-10-28,38.95,,358.17,25.53,140.88333333333333,False,False,True,False
2005-10-29,,,,,,False,False,False,False
2005-10-30,,,,,,False,False,False,False
2005-10-31,39.86,,372.14,25.7,145.9,False,False,True,False
2005-11-01,40.37,,379.38,25.96,148.57,False,False,True,False
2005-11-02,40.75,,379.68,26.46,148.96333333333334,False,False,True,False
2005-11-03,41.56,,385.95,26.44,151.31666666666666,False,False,True,False
2005-11-04,41.09,,390.43,26.66,152.72666666666666,False,False,True,False
2005-11-05,,,,,,False,False,False,False
2005-11-06,,,,,,False,False,False,False
2005-11-07,41.39,,395.03,27.01,154.47666666666666,False,False,True,False
2005-11-08,41.95,,389.9,27.0495,152.9665,False,False,True,False
2005-11-09,41.4,,379.15,26.96,149.17,False,False,True,False
